,id,retweet_count,favorite_count,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,tweet_id_y,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
0,892420643555336193,8853.0,39467.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,892420643555336193,,,2017-08-01 16:23:56,http://twitter.com/download/iphone,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Phineas,None,None,None,None
1,892177421306343426,6514.0,33819.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,892177421306343426,,,2017-08-01 00:17:27,http://twitter.com/download/iphone,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Tilly,None,None,None,None
2,891815181378084864,4328.0,25461.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,891815181378084864,,,2017-07-31 00:18:03,http://twitter.com/download/iphone,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Archie,None,None,None,None
3,891689557279858688,8964.0,42908.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,spatula,0.0408359,False,891689557279858688,,,2017-07-30 15:58:51,http://twitter.com/download/iphone,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Darla,None,None,None,None
4,891327558926688256,9774.0,41048.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True,891327558926688256,,,2017-07-29 16:00:24,http://twitter.com/download/iphone,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Franklin,None,None,None,None
5,891087950875897856,3261.0,20562.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,891087950875897856,,,2017-07-29 00:08:17,http://twitter.com/download/iphone,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,None
6,890971913173991426,2158.0,12041.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,890971913173991426,,,2017-07-28 16:27:12,http://twitter.com/download/iphone,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

 ",,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Jax,None,None,None,None
7,890729181411237888,16716.0,56848.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,890729181411237888,,,2017-07-28 00:22:40,http://twitter.com/download/iphone,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,None
8,890609185150312448,4429.0,28226.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,890609185150312448,,,2017-07-27 16:25:51,http://twitter.com/download/iphone,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Zoey,None,None,None,None
9,890240255349198849,7711.0,32467.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,890240255349198849,,,2017-07-26 15:59:51,http://twitter.com/download/iphone,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,14.0,10.0,Cassie,doggo,None,None,None
10,890006608113172480,7624.0,31166.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,890006608113172480,,,2017-07-26 00:31:25,http://twitter.com/download/iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Koda,None,None,None,None
11,889880896479866881,5156.0,28268.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,889880896479866881,,,2017-07-25 16:11:53,http://twitter.com/download/iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Bruno,None,None,None,None
12,889665388333682689,8538.0,38818.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,889665388333682689,,,2017-07-25 01:55:32,http://twitter.com/download/iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,,None,None,None,puppo
13,889638837579907072,4735.0,27672.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,889638837579907072,,,2017-07-25 00:10:02,http://twitter.com/download/iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Ted,None,None,None,None
14,889531135344209921,2321.0,15359.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,889531135344209921,,,2017-07-24 17:02:04,http://twitter.com/download/iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Stuart,None,None,None,puppo
15,889278841981685760,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,889278841981685760,,,2017-07-24 00:19:32,http://twitter.com/download/iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Oliver,None,None,None,None
16,888917238123831296,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,888917238123831296,,,2017-07-23 00:22:39,http://twitter.com/download/iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Jim,None,None,None,None
17,888804989199671297,4559.0,26080.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,888804989199671297,,,2017-07-22 16:56:37,http://twitter.com/download/iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Zeke,None,None,None,None
18,888554962724278272,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,888554962724278272,,,2017-07-22 00:23:06,http://twitter.com/download/iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Ralphus,None,None,None,None
19,888078434458587136,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,888078434458587136,,,2017-07-20 16:49:33,http://twitter.com/download/iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,12.0,10.0,Gerald,None,None,None,None
20,887705289381826560,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,887705289381826560,,,2017-07-19 16:06:48,http://twitter.com/download/iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,,,,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,10.0,Jeffrey,None,None,None,None
